Age,Health Challenge,Class Participation,Academic Performance before Jamb/Waec,Study Habits,Assignment/Homework Completion,Extracurricular Involvement,Disciplinary Issue,Attendance Status,Motivation for Jamb/Waec,Resource Access (1-3),Understanding of Material (1-3),Time Management (1-3),Tutorial Hours for Jamb/Waec,Daily Self Study Hours for Jamb/Waec,Jamb Score,Family Income Range,Parent Education Level,Living Conditions,Parent Engagement with School/Teachers,Exam Status
20,Yes,Rarely,Good,Average,Rarely,None,Yes,Regular,Low,2,2,3,51,5,132,Low,Primary,Poor,High,Fail
17,Yes,Rarely,Poor,Poor,Sometimes,None,No,Irregular,Low,1,2,1,1,0,171,High,Secondary,Good,Moderate,Fail
22,Yes,Rarely,Fair,Good,Rarely,Low,No,Irregular,Low,3,2,1,33,1,291,Medium,Secondary,Moderate,Moderate,Pass
20,No,Rarely,Poor,Poor,Rarely,Moderate,Yes,Regular,Moderate,2,1,3,90,2,393,High,Primary,Good,Low,Pass
18,No,Rarely,Fair,Average,Sometimes,High,No,Very Poor,Low,3,1,3,63,7,206,Medium,Primary,Moderate,Moderate,Pass
25,No,Moderate,Fair,Poor,Sometimes,Moderate,Yes,Very Poor,Low,2,3,2,24,0,165,Medium,Secondary,Moderate,Moderate,Fail
23,Yes,Active,Good,Poor,Rarely,High,Yes,Regular,Moderate,2,3,2,51,8,257,Low,Secondary,Good,High,Pass
18,No,Moderate,Poor,Poor,Rarely,Low,Yes,Regular,Moderate,2,2,1,86,6,258,Medium,Primary,Moderate,Moderate,Pass
20,Yes,Moderate,Poor,Average,Sometimes,Moderate,No,Irregular,Moderate,1,1,1,80,7,256,Low,Primary,Poor,Low,Pass
25,Yes,Moderate,Excellent,Good,Always,Low,Yes,Very Poor,Moderate,3,1,3,32,5,381,Low,Secondary,Poor,High,Pass
26,Yes,Active,Excellent,Poor,Rarely,High,No,Regular,Low,2,3,3,63,10,157,Low,Secondary,Moderate,High,Fail
22,Yes,Moderate,Poor,Poor,Rarely,Low,No,Regular,Low,1,3,3,91,9,358,Low,Tertiary,Good,Moderate,Pass
16,No,Moderate,Excellent,Poor,Always,Low,No,Regular,High,2,2,2,34,4,367,Medium,Secondary,Poor,Low,Pass
17,Yes,Rarely,Excellent,Good,Rarely,None,No,Irregular,Low,1,1,2,70,4,134,Low,Primary,Poor,High,Fail
22,Yes,Active,Poor,Average,Rarely,Low,No,Regular,Low,3,1,1,16,1,255,Low,Tertiary,Moderate,Moderate,Pass
30,No,Moderate,Good,Average,Rarely,Moderate,No,Very Poor,Low,2,3,2,14,10,328,Low,Primary,Moderate,High,Pass
25,No,Moderate,Poor,Average,Always,High,Yes,Irregular,High,2,1,1,79,1,121,Medium,Tertiary,Poor,High,Fail
23,Yes,Active,Poor,Poor,Sometimes,Low,No,Irregular,Moderate,1,2,1,53,4,140,Low,Primary,Good,Moderate,Fail
19,No,Active,Good,Poor,Rarely,None,Yes,Regular,High,3,2,3,0,2,132,Medium,Secondary,Moderate,Moderate,Fail
28,No,Rarely,Fair,Good,Sometimes,High,No,Regular,Moderate,3,1,3,20,9,370,Low,Secondary,Poor,High,Pass
16,No,Rarely,Good,Average,Rarely,None,No,Regular,High,1,1,2,6,10,235,Medium,Tertiary,Poor,High,Pass
24,No,Moderate,Fair,Poor,Rarely,Low,No,Irregular,Low,2,2,3,54,11,124,Low,Secondary,Moderate,Low,Fail
22,Yes,Moderate,Good,Average,Rarely,None,No,Irregular,Moderate,2,1,1,9,0,205,Low,Primary,Good,Moderate,Pass
24,Yes,Active,Poor,Good,Always,Low,No,Regular,Low,2,3,1,90,11,195,High,Primary,Good,High,Fail
23,Yes,Rarely,Fair,Good,Always,Moderate,No,Irregular,Moderate,3,2,3,23,5,249,Low,Primary,Good,Low,Pass
27,Yes,Active,Poor,Good,Rarely,None,No,Regular,Moderate,3,1,2,60,6,161,Low,Secondary,Good,High,Fail
23,Yes,Rarely,Fair,Good,Always,Moderate,Yes,Very Poor,Moderate,1,3,2,57,7,260,Low,Primary,Good,High,Pass
28,Yes,Moderate,Excellent,Average,Rarely,High,No,Very Poor,Moderate,1,1,2,8,8,388,High,Tertiary,Good,Moderate,Pass
16,No,Moderate,Good,Poor,Rarely,Low,Yes,Very Poor,High,1,2,3,28,3,291,High,Primary,Good,Moderate,Pass
26,Yes,Moderate,Fair,Average,Always,High,No,Irregular,Low,1,3,3,53,2,137,Low,Tertiary,Moderate,Low,Fail
19,Yes,Active,Excellent,Good,Always,High,No,Very Poor,High,2,1,1,40,7,345,Medium,Tertiary,Good,Moderate,Pass
22,Yes,Rarely,Fair,Poor,Sometimes,None,No,Very Poor,Moderate,1,3,2,82,1,231,High,Tertiary,Poor,High,Pass
26,No,Moderate,Good,Average,Sometimes,Low,No,Regular,High,3,3,2,11,10,368,High,Tertiary,Good,Low,Pass
25,Yes,Rarely,Good,Poor,Sometimes,Moderate,Yes,Irregular,Low,2,3,2,10,9,369,Medium,Secondary,Poor,Low,Pass
18,Yes,Active,Excellent,Good,Always,High,No,Regular,Moderate,3,1,1,69,1,375,Low,Secondary,Moderate,High,Pass
28,Yes,Rarely,Good,Average,Always,Moderate,Yes,Regular,Low,3,2,2,52,1,155,High,Primary,Good,Moderate,Fail
23,No,Rarely,Good,Average,Rarely,Moderate,No,Irregular,Moderate,1,3,2,30,5,299,Low,Tertiary,Moderate,High,Pass
30,No,Moderate,Poor,Good,Sometimes,Moderate,No,Irregular,Moderate,3,1,1,12,1,377,High,Primary,Poor,Moderate,Pass
27,No,Moderate,Poor,Poor,Sometimes,None,Yes,Irregular,High,1,3,1,78,9,343,Low,Tertiary,Poor,Moderate,Pass
19,No,Rarely,Fair,Good,Sometimes,None,No,Regular,Moderate,3,2,2,82,4,352,Medium,Primary,Good,Low,Pass
18,No,Active,Poor,Average,Rarely,None,Yes,Irregular,Low,1,2,2,77,1,120,Low,Tertiary,Poor,Low,Fail
27,Yes,Active,Excellent,Average,Always,Low,Yes,Irregular,High,1,1,3,43,6,350,Low,Secondary,Poor,High,Pass
18,Yes,Rarely,Fair,Good,Always,Low,No,Regular,Low,2,3,3,31,2,236,Low,Primary,Poor,Low,Pass
18,No,Rarely,Good,Poor,Rarely,Moderate,No,Very Poor,Moderate,3,1,2,85,7,363,Medium,Primary,Good,Moderate,Pass
23,Yes,Active,Excellent,Good,Always,Moderate,No,Very Poor,High,1,3,2,90,5,175,Low,Primary,Poor,High,Fail
16,No,Rarely,Good,Average,Sometimes,Low,No,Very Poor,Low,1,2,2,77,7,372,High,Tertiary,Poor,Low,Pass
24,No,Rarely,Poor,Poor,Always,High,Yes,Irregular,Low,3,2,2,17,10,147,Low,Primary,Poor,Low,Fail
19,No,Moderate,Poor,Average,Rarely,None,No,Irregular,High,2,3,1,95,3,256,Medium,Tertiary,Poor,High,Pass
21,Yes,Active,Fair,Good,Rarely,Moderate,No,Very Poor,Low,2,1,2,86,12,211,Low,Tertiary,Moderate,Moderate,Pass
19,Yes,Rarely,Good,Good,Sometimes,Moderate,Yes,Very Poor,Low,2,3,2,47,11,155,High,Primary,Moderate,Moderate,Fail
27,Yes,Active,Excellent,Poor,Always,None,No,Very Poor,High,2,3,3,47,8,167,Medium,Primary,Moderate,Moderate,Fail
26,No,Rarely,Fair,Good,Sometimes,High,Yes,Very Poor,High,1,2,2,97,8,243,High,Primary,Good,Moderate,Pass
24,No,Active,Fair,Poor,Rarely,Low,Yes,Regular,Moderate,2,1,3,81,0,168,Low,Secondary,Poor,Moderate,Fail
26,No,Active,Fair,Good,Always,High,No,Regular,Low,2,1,1,65,11,119,Medium,Secondary,Good,Low,Fail
28,Yes,Rarely,Fair,Average,Rarely,Moderate,Yes,Regular,Moderate,1,1,2,82,0,198,Low,Secondary,Good,Low,Fail
19,Yes,Moderate,Good,Good,Sometimes,None,Yes,Regular,High,1,3,3,14,5,381,Low,Primary,Good,High,Pass
27,Yes,Rarely,Poor,Average,Always,None,Yes,Very Poor,Low,1,1,3,37,10,370,High,Tertiary,Moderate,High,Pass
21,Yes,Active,Poor,Poor,Sometimes,Low,No,Regular,Moderate,2,3,2,91,5,292,Medium,Tertiary,Moderate,Low,Pass
30,No,Rarely,Excellent,Good,Always,None,Yes,Very Poor,High,3,2,3,44,7,191,Low,Primary,Poor,High,Fail
19,Yes,Rarely,Good,Poor,Rarely,Low,No,Very Poor,High,1,1,2,29,3,309,Low,Tertiary,Good,Low,Pass
20,Yes,Rarely,Fair,Average,Sometimes,None,Yes,Regular,Low,3,3,1,93,7,143,High,Tertiary,Poor,High,Fail
30,No,Rarely,Fair,Good,Rarely,High,Yes,Regular,High,2,3,1,72,6,117,Medium,Secondary,Good,Low,Fail
20,Yes,Active,Good,Good,Sometimes,High,Yes,Irregular,Low,1,2,2,34,11,344,Medium,Tertiary,Moderate,High,Pass
23,Yes,Active,Poor,Good,Always,Moderate,No,Very Poor,Low,3,2,3,76,1,155,High,Primary,Moderate,Moderate,Fail
23,Yes,Active,Excellent,Poor,Always,Low,No,Irregular,Low,2,3,1,13,0,171,High,Secondary,Good,Low,Fail
29,No,Rarely,Good,Average,Sometimes,None,Yes,Very Poor,Moderate,1,2,3,25,6,372,High,Secondary,Good,Low,Pass
28,No,Active,Poor,Average,Always,Moderate,Yes,Very Poor,High,1,2,1,20,8,160,Low,Primary,Poor,Moderate,Fail
27,No,Rarely,Excellent,Average,Always,Moderate,No,Irregular,Moderate,2,3,1,16,10,212,High,Tertiary,Good,Low,Pass
17,Yes,Moderate,Good,Average,Always,Low,No,Regular,Moderate,2,3,2,25,5,214,High,Secondary,Good,Moderate,Pass
21,Yes,Rarely,Fair,Average,Rarely,High,Yes,Very Poor,High,3,2,2,94,10,129,Medium,Primary,Moderate,Moderate,Fail
17,Yes,Moderate,Fair,Average,Rarely,High,No,Irregular,High,1,1,1,88,12,195,Medium,Secondary,Good,High,Fail
16,Yes,Rarely,Poor,Average,Always,Moderate,Yes,Irregular,High,2,1,1,69,5,319,High,Primary,Good,Moderate,Pass
29,No,Active,Good,Good,Always,Moderate,Yes,Irregular,Low,3,3,3,0,7,129,Low,Primary,Moderate,Moderate,Fail
18,No,Rarely,Fair,Average,Rarely,Low,Yes,Very Poor,Moderate,3,2,3,66,2,229,High,Primary,Good,High,Pass
23,No,Active,Excellent,Poor,Always,None,No,Very Poor,Moderate,1,1,2,79,3,273,Medium,Secondary,Poor,Moderate,Pass
17,No,Moderate,Good,Average,Sometimes,None,Yes,Irregular,Moderate,2,2,2,26,3,322,Low,Tertiary,Good,Low,Pass
17,No,Moderate,Fair,Average,Rarely,None,Yes,Regular,Moderate,2,2,1,53,11,199,Medium,Secondary,Poor,Low,Fail
23,Yes,Moderate,Poor,Good,Rarely,Low,No,Regular,Moderate,2,3,1,61,10,193,Medium,Primary,Poor,Low,Fail
30,No,Active,Fair,Good,Rarely,Low,Yes,Irregular,Moderate,2,1,3,19,12,305,Low,Secondary,Good,Moderate,Pass
28,No,Active,Excellent,Average,Sometimes,High,Yes,Irregular,Low,1,3,1,25,10,355,Medium,Secondary,Poor,Low,Pass
21,Yes,Rarely,Excellent,Poor,Always,Low,Yes,Irregular,High,3,1,2,66,7,240,Medium,Secondary,Moderate,Moderate,Pass
16,Yes,Moderate,Good,Poor,Rarely,Moderate,No,Regular,Moderate,1,3,2,100,3,220,Low,Secondary,Good,Low,Pass
24,No,Moderate,Fair,Average,Sometimes,Low,Yes,Very Poor,High,3,1,1,28,0,254,Medium,Primary,Poor,Moderate,Pass
25,Yes,Moderate,Poor,Average,Sometimes,None,No,Regular,Low,2,1,3,17,2,240,Medium,Primary,Moderate,Moderate,Pass
16,No,Active,Poor,Poor,Rarely,Moderate,No,Irregular,High,1,1,1,80,6,245,High,Tertiary,Poor,High,Pass
25,Yes,Active,Poor,Poor,Always,Low,No,Irregular,Moderate,2,2,1,37,3,397,Low,Primary,Moderate,Moderate,Pass
21,Yes,Moderate,Poor,Average,Rarely,Low,No,Regular,Moderate,1,2,1,76,8,277,Low,Secondary,Good,Moderate,Pass
23,Yes,Active,Good,Average,Rarely,None,No,Irregular,Low,3,1,1,37,0,300,Low,Primary,Moderate,Moderate,Pass
28,Yes,Active,Good,Poor,Sometimes,Moderate,Yes,Very Poor,High,2,2,1,91,3,397,High,Tertiary,Poor,High,Pass
29,No,Moderate,Fair,Average,Rarely,None,No,Regular,Moderate,1,1,2,90,8,222,Medium,Primary,Good,Low,Pass
30,Yes,Moderate,Poor,Average,Always,Moderate,No,Very Poor,Low,2,2,3,34,11,194,High,Primary,Good,Moderate,Fail
23,No,Active,Fair,Average,Always,Moderate,Yes,Irregular,High,3,1,2,56,6,182,High,Tertiary,Good,Low,Fail
30,No,Rarely,Poor,Good,Sometimes,Moderate,Yes,Regular,Low,3,2,2,99,10,192,Medium,Tertiary,Good,Moderate,Fail
30,Yes,Active,Excellent,Good,Sometimes,Moderate,Yes,Regular,High,3,2,2,60,12,157,Low,Tertiary,Moderate,Moderate,Fail
25,No,Rarely,Good,Poor,Sometimes,Moderate,No,Irregular,Low,1,3,1,66,5,385,Low,Tertiary,Moderate,Low,Pass
18,Yes,Active,Fair,Good,Sometimes,None,No,Irregular,Low,2,2,1,81,10,141,Low,Primary,Poor,High,Fail
18,No,Rarely,Excellent,Poor,Sometimes,High,No,Very Poor,Moderate,2,3,1,77,4,359,Low,Tertiary,Poor,Moderate,Pass
27,Yes,Moderate,Poor,Average,Sometimes,Low,Yes,Irregular,Low,2,1,1,27,1,251,Medium,Secondary,Moderate,Moderate,Pass
17,No,Active,Fair,Average,Sometimes,Moderate,No,Very Poor,High,2,2,1,40,7,380,Medium,Tertiary,Good,Low,Pass
18,Yes,Active,Fair,Poor,Sometimes,High,Yes,Irregular,Low,3,3,1,8,3,390,Medium,Secondary,Good,High,Pass
16,No,Rarely,Poor,Poor,Always,None,No,Very Poor,Moderate,3,1,2,16,4,115,Low,Secondary,Good,Low,Fail
23,Yes,Rarely,Fair,Average,Always,High,Yes,Irregular,High,1,3,2,37,7,165,Medium,Tertiary,Poor,Moderate,Fail
26,Yes,Moderate,Poor,Good,Rarely,None,No,Regular,Moderate,1,3,2,6,4,177,Medium,Secondary,Poor,Moderate,Fail
18,No,Moderate,Good,Poor,Always,None,No,Irregular,Low,2,3,1,11,2,300,Medium,Secondary,Good,Moderate,Pass
18,Yes,Rarely,Good,Poor,Always,None,Yes,Very Poor,High,1,3,1,63,6,344,Medium,Secondary,Poor,Moderate,Pass
27,Yes,Active,Excellent,Poor,Rarely,None,No,Irregular,High,2,3,3,80,2,216,Low,Primary,Poor,High,Pass
17,Yes,Rarely,Fair,Good,Rarely,None,Yes,Regular,High,3,3,3,48,2,229,Medium,Primary,Poor,Low,Pass
25,No,Active,Fair,Poor,Rarely,Moderate,Yes,Very Poor,Low,1,3,2,9,7,340,Low,Secondary,Good,Low,Pass
19,No,Active,Good,Good,Rarely,High,No,Regular,High,1,1,3,90,11,254,Medium,Tertiary,Good,Moderate,Pass
24,No,Moderate,Fair,Poor,Sometimes,None,Yes,Very Poor,Low,1,3,3,4,11,365,Medium,Tertiary,Good,Moderate,Pass
21,Yes,Rarely,Poor,Poor,Rarely,Moderate,Yes,Irregular,High,1,2,2,78,1,320,Medium,Primary,Poor,Low,Pass
29,No,Moderate,Excellent,Average,Always,Moderate,Yes,Regular,Low,3,2,1,60,8,310,Low,Secondary,Moderate,Low,Pass
27,No,Moderate,Poor,Good,Rarely,None,Yes,Irregular,Moderate,2,1,1,4,10,161,Low,Tertiary,Poor,Moderate,Fail
30,Yes,Rarely,Excellent,Good,Always,None,No,Regular,High,1,1,2,44,12,135,High,Primary,Good,High,Fail
25,No,Rarely,Poor,Average,Always,None,Yes,Irregular,Moderate,1,3,1,98,0,309,Medium,Tertiary,Poor,Moderate,Pass
29,Yes,Active,Poor,Good,Always,High,No,Irregular,High,3,1,2,95,5,397,Medium,Tertiary,Good,High,Pass
16,No,Active,Poor,Average,Sometimes,Moderate,Yes,Regular,Low,3,3,2,89,3,273,Low,Secondary,Good,Low,Pass
28,Yes,Moderate,Excellent,Poor,Sometimes,High,Yes,Regular,High,2,1,1,36,1,267,Medium,Secondary,Poor,High,Pass
30,Yes,Moderate,Poor,Average,Sometimes,High,Yes,Regular,Moderate,2,1,3,43,12,385,Low,Secondary,Good,High,Pass
24,No,Moderate,Excellent,Good,Rarely,Low,No,Irregular,Low,1,1,3,52,3,223,Low,Secondary,Good,Moderate,Pass
28,No,Rarely,Excellent,Average,Rarely,Moderate,No,Very Poor,Low,1,1,3,74,9,382,Medium,Primary,Good,Low,Pass
21,Yes,Moderate,Fair,Poor,Rarely,Moderate,Yes,Very Poor,Moderate,3,3,1,78,0,210,Medium,Tertiary,Good,High,Pass
30,Yes,Active,Good,Poor,Sometimes,High,Yes,Very Poor,Moderate,2,3,2,2,1,238,High,Primary,Moderate,Low,Pass
30,Yes,Rarely,Good,Poor,Rarely,None,Yes,Regular,Moderate,2,1,1,45,10,165,High,Tertiary,Moderate,Low,Fail
20,Yes,Active,Good,Good,Always,High,Yes,Irregular,High,2,1,1,33,5,147,Low,Primary,Moderate,Low,Fail
28,Yes,Moderate,Excellent,Poor,Sometimes,Moderate,No,Very Poor,Moderate,3,2,1,20,9,342,High,Tertiary,Good,High,Pass
20,No,Moderate,Poor,Good,Rarely,Moderate,No,Regular,High,3,2,1,8,3,238,Low,Tertiary,Moderate,Moderate,Pass
27,Yes,Active,Fair,Poor,Rarely,None,No,Regular,High,1,1,2,14,4,271,Low,Primary,Good,Low,Pass
20,Yes,Rarely,Excellent,Average,Sometimes,Low,Yes,Very Poor,High,1,3,2,40,12,102,High,Primary,Good,Moderate,Fail
18,Yes,Active,Good,Good,Rarely,Low,No,Very Poor,Moderate,2,3,3,78,12,135,Medium,Secondary,Poor,Low,Fail
28,No,Moderate,Fair,Poor,Rarely,Moderate,Yes,Very Poor,Low,3,1,3,58,0,389,High,Tertiary,Poor,Moderate,Pass
28,Yes,Moderate,Good,Poor,Rarely,Low,Yes,Irregular,Low,3,2,1,67,9,116,Medium,Secondary,Moderate,High,Fail
20,Yes,Moderate,Fair,Average,Always,None,No,Irregular,High,2,2,3,32,11,319,Low,Secondary,Poor,Moderate,Pass
26,Yes,Rarely,Fair,Average,Rarely,Moderate,Yes,Irregular,Moderate,3,1,2,23,10,286,Low,Secondary,Poor,Moderate,Pass
23,Yes,Moderate,Excellent,Poor,Rarely,Low,Yes,Very Poor,High,2,3,2,19,1,397,High,Primary,Moderate,Low,Pass
19,Yes,Active,Fair,Good,Rarely,Moderate,Yes,Regular,High,3,1,1,47,4,377,Low,Primary,Poor,Low,Pass
23,No,Rarely,Poor,Average,Rarely,Moderate,No,Irregular,Low,1,1,1,42,7,293,Low,Tertiary,Good,High,Pass
18,No,Rarely,Fair,Average,Sometimes,High,No,Regular,High,1,2,3,81,2,391,Low,Tertiary,Good,High,Pass
25,Yes,Active,Excellent,Average,Rarely,Low,Yes,Regular,High,1,3,2,36,0,173,High,Primary,Moderate,High,Fail
29,Yes,Moderate,Good,Average,Rarely,Low,No,Very Poor,Moderate,2,2,3,29,10,398,High,Tertiary,Good,High,Pass
17,No,Rarely,Good,Average,Sometimes,Moderate,Yes,Very Poor,Low,1,2,3,17,11,150,High,Secondary,Poor,High,Fail
21,Yes,Moderate,Excellent,Good,Always,Low,No,Very Poor,Moderate,2,2,1,80,2,254,Low,Tertiary,Good,Low,Pass
23,No,Moderate,Fair,Average,Always,Low,Yes,Irregular,Low,1,3,3,42,10,351,Medium,Secondary,Poor,High,Pass
29,No,Moderate,Poor,Average,Rarely,Low,Yes,Very Poor,Moderate,2,3,1,52,1,229,High,Tertiary,Good,Low,Pass
20,Yes,Active,Good,Poor,Rarely,None,Yes,Very Poor,High,1,2,3,55,0,357,High,Tertiary,Good,High,Pass
18,No,Active,Fair,Average,Rarely,Low,No,Irregular,Moderate,1,2,3,49,9,378,High,Secondary,Moderate,Low,Pass
24,Yes,Rarely,Good,Good,Rarely,Moderate,Yes,Regular,Moderate,2,1,1,94,6,320,Low,Tertiary,Poor,Low,Pass
28,No,Moderate,Excellent,Poor,Sometimes,Moderate,No,Regular,High,2,3,3,78,11,176,Low,Primary,Moderate,Moderate,Fail
30,Yes,Moderate,Fair,Good,Sometimes,High,No,Irregular,Low,3,3,1,60,2,322,Medium,Primary,Moderate,Low,Pass
17,No,Active,Poor,Poor,Rarely,None,No,Regular,Low,3,1,1,97,11,178,Medium,Tertiary,Moderate,Low,Fail
21,Yes,Moderate,Excellent,Poor,Rarely,Low,No,Irregular,Moderate,1,1,3,91,10,260,Medium,Tertiary,Moderate,Moderate,Pass
16,Yes,Rarely,Good,Poor,Rarely,High,No,Regular,High,1,3,2,18,9,300,Medium,Tertiary,Poor,High,Pass
23,No,Rarely,Poor,Poor,Rarely,Low,No,Very Poor,Moderate,3,1,1,39,11,267,Medium,Secondary,Moderate,High,Pass
30,No,Moderate,Good,Average,Sometimes,High,No,Very Poor,Low,2,2,2,30,10,248,Medium,Tertiary,Moderate,Moderate,Pass
19,Yes,Rarely,Poor,Average,Rarely,None,No,Very Poor,Moderate,1,1,2,97,8,265,High,Primary,Good,High,Pass
30,No,Moderate,Good,Good,Rarely,High,Yes,Irregular,Low,1,2,3,22,4,249,Low,Tertiary,Good,Moderate,Pass
16,Yes,Active,Poor,Average,Always,Moderate,Yes,Very Poor,Moderate,3,1,2,7,6,166,High,Secondary,Poor,Low,Fail
18,Yes,Rarely,Poor,Average,Sometimes,Low,No,Very Poor,High,1,3,2,86,10,378,Medium,Primary,Poor,Low,Pass
25,Yes,Active,Fair,Poor,Always,High,Yes,Very Poor,Low,1,3,2,12,2,288,Low,Tertiary,Moderate,Moderate,Pass
17,Yes,Rarely,Excellent,Average,Always,Moderate,No,Regular,Moderate,2,3,3,71,3,380,High,Secondary,Good,High,Pass
24,Yes,Rarely,Fair,Average,Always,High,No,Very Poor,Moderate,3,1,1,100,1,169,High,Primary,Good,Low,Fail
28,Yes,Moderate,Fair,Average,Always,Moderate,Yes,Regular,Moderate,3,1,2,60,8,152,High,Secondary,Moderate,High,Fail
18,No,Moderate,Poor,Average,Sometimes,Moderate,No,Regular,Moderate,1,3,3,91,9,220,High,Secondary,Moderate,Moderate,Pass
27,Yes,Rarely,Fair,Poor,Rarely,High,Yes,Irregular,High,2,2,1,46,6,301,High,Primary,Moderate,High,Pass
22,No,Rarely,Good,Poor,Rarely,Low,No,Very Poor,Moderate,1,2,2,10,2,163,Medium,Secondary,Moderate,Low,Fail
29,No,Active,Fair,Average,Sometimes,Low,Yes,Very Poor,Low,2,2,3,83,4,309,High,Primary,Good,Low,Pass
29,Yes,Moderate,Good,Good,Rarely,None,No,Irregular,Low,1,2,3,6,9,120,High,Primary,Poor,High,Fail
16,Yes,Moderate,Fair,Good,Rarely,High,No,Regular,Low,2,2,3,37,1,208,High,Primary,Poor,High,Pass
17,No,Moderate,Fair,Poor,Sometimes,Moderate,No,Regular,High,3,1,2,0,8,107,Low,Secondary,Moderate,Low,Fail
22,No,Active,Fair,Poor,Sometimes,High,Yes,Very Poor,Low,1,3,1,6,0,272,High,Primary,Good,Moderate,Pass
24,No,Moderate,Poor,Good,Sometimes,Low,Yes,Irregular,Low,1,1,3,60,7,322,Medium,Primary,Good,Moderate,Pass
26,Yes,Moderate,Fair,Average,Always,None,No,Very Poor,Moderate,1,2,3,60,12,361,Low,Primary,Good,Moderate,Pass
24,Yes,Moderate,Poor,Good,Sometimes,None,No,Very Poor,Low,1,2,3,18,5,265,Low,Primary,Moderate,Moderate,Pass
19,No,Rarely,Poor,Average,Rarely,Low,Yes,Regular,High,3,1,1,49,7,115,Low,Primary,Poor,High,Fail
19,No,Active,Good,Poor,Always,High,Yes,Very Poor,Moderate,1,1,1,38,10,366,Low,Primary,Poor,Moderate,Pass
28,Yes,Rarely,Good,Average,Always,Low,Yes,Regular,Low,1,1,3,6,8,374,Medium,Secondary,Poor,High,Pass
16,No,Moderate,Poor,Average,Rarely,None,No,Irregular,High,2,1,2,69,12,164,Medium,Tertiary,Moderate,Moderate,Fail
19,Yes,Moderate,Fair,Average,Always,High,No,Irregular,High,1,1,2,81,12,251,Low,Secondary,Good,Low,Pass
27,Yes,Moderate,Poor,Average,Always,None,Yes,Very Poor,Moderate,1,3,3,2,4,110,Low,Primary,Good,Moderate,Fail
19,Yes,Moderate,Good,Average,Always,Moderate,No,Very Poor,Moderate,3,3,1,9,11,395,Medium,Secondary,Moderate,Moderate,Pass
25,No,Moderate,Good,Average,Always,None,No,Regular,High,2,1,3,82,10,114,Low,Primary,Poor,High,Fail
18,Yes,Rarely,Poor,Good,Always,Low,Yes,Irregular,Moderate,3,1,1,74,0,160,Medium,Secondary,Poor,High,Fail
29,No,Active,Good,Poor,Always,None,No,Irregular,Low,3,3,3,2,9,371,High,Secondary,Moderate,Low,Pass
26,Yes,Rarely,Excellent,Poor,Rarely,None,Yes,Irregular,Moderate,1,3,1,71,8,198,Medium,Tertiary,Good,High,Fail
30,Yes,Active,Good,Average,Sometimes,Low,No,Irregular,Low,3,1,2,26,9,397,High,Secondary,Moderate,Low,Pass
21,Yes,Moderate,Excellent,Poor,Always,Low,Yes,Regular,Moderate,3,3,3,55,12,239,High,Tertiary,Poor,Moderate,Pass
20,Yes,Moderate,Fair,Good,Rarely,None,No,Regular,High,2,2,3,89,1,137,Low,Primary,Poor,High,Fail
17,Yes,Active,Good,Good,Rarely,High,Yes,Very Poor,Moderate,1,2,3,95,8,313,Low,Secondary,Poor,Low,Pass
20,Yes,Rarely,Excellent,Poor,Sometimes,High,No,Regular,High,1,3,3,56,3,213,Low,Primary,Poor,High,Pass
21,No,Active,Excellent,Good,Always,Moderate,No,Irregular,High,3,1,3,99,3,153,Low,Tertiary,Moderate,Low,Fail
20,Yes,Rarely,Poor,Poor,Always,Low,Yes,Very Poor,Low,3,1,2,94,5,399,Medium,Tertiary,Good,Low,Pass
27,Yes,Rarely,Fair,Poor,Rarely,None,No,Very Poor,Low,3,2,1,38,8,248,Medium,Primary,Good,Moderate,Pass
30,No,Moderate,Good,Average,Always,None,No,Regular,High,2,1,1,8,10,361,Medium,Tertiary,Good,High,Pass
29,Yes,Moderate,Good,Average,Sometimes,Low,Yes,Regular,High,2,2,3,90,2,181,High,Tertiary,Moderate,High,Fail
17,No,Rarely,Fair,Poor,Always,None,No,Irregular,High,1,1,1,11,5,211,Low,Tertiary,Poor,Moderate,Pass
28,Yes,Moderate,Excellent,Good,Sometimes,None,Yes,Very Poor,Moderate,3,1,1,35,11,336,High,Primary,Good,High,Pass
19,No,Moderate,Excellent,Poor,Sometimes,Moderate,Yes,Irregular,Low,2,2,3,48,9,255,High,Secondary,Good,High,Pass
27,Yes,Rarely,Excellent,Average,Always,High,Yes,Irregular,High,3,3,1,81,1,263,High,Primary,Poor,Low,Pass
27,No,Moderate,Good,Average,Rarely,High,Yes,Irregular,Moderate,2,3,2,12,7,139,Low,Tertiary,Moderate,High,Fail
18,Yes,Active,Good,Average,Rarely,None,No,Irregular,Low,3,3,1,36,0,266,High,Primary,Good,Low,Pass
21,Yes,Rarely,Excellent,Poor,Sometimes,Low,Yes,Regular,High,1,3,1,10,10,257,Medium,Tertiary,Good,High,Pass
23,Yes,Moderate,Fair,Poor,Sometimes,Low,No,Irregular,Moderate,2,3,3,88,10,395,Medium,Tertiary,Good,Moderate,Pass
28,Yes,Rarely,Poor,Poor,Rarely,None,Yes,Irregular,Moderate,1,2,2,90,10,131,Low,Secondary,Good,Low,Fail
24,Yes,Moderate,Poor,Good,Rarely,None,Yes,Irregular,High,3,1,2,20,8,181,High,Tertiary,Good,Low,Fail
18,Yes,Rarely,Good,Good,Sometimes,Low,No,Very Poor,High,1,3,3,82,8,360,Low,Primary,Moderate,Moderate,Pass
